id,tp_mm_day
2019_02_-59.50_-45.75,2.303446
2019_02_-59.50_-45.50,2.307188
2019_02_-59.50_-45.25,2.309275
2019_02_-59.50_-45.00,2.307669
2019_02_-59.50_-44.75,2.308336
2019_02_-59.50_-44.50,2.315110
2019_02_-59.50_-44.25,2.309975
2019_02_-59.50_-44.00,2.306843
2019_02_-59.50_-43.75,2.295021
2019_02_-59.50_-43.50,2.280411
2019_02_-59.50_-43.25,2.267588
2019_02_-59.50_-43.00,2.269654
2019_02_-59.50_-42.75,2.283057
2019_02_-59.50_-42.50,2.286300
2019_02_-59.50_-42.25,2.284254
2019_02_-59.50_-42.00,2.292500
2019_02_-59.50_-41.75,2.291704
2019_02_-59.50_-41.50,2.290162
2019_02_-59.50_-41.25,2.287436
2019_02_-59.50_-41.00,2.277801
2019_02_-59.50_-40.75,2.268609
2019_02_-59.50_-40.50,2.263054
2019_02_-59.50_-40.25,2.264324
2019_02_-59.50_-40.00,2.263551
2019_02_-59.50_-39.75,2.259837
2019_02_-59.50_-39.50,2.249973
2019_02_-59.50_-39.25,2.255155
2019_02_-59.50_-39.00,2.261727
2019_02_-59.50_-38.75,2.266600
2019_02_-59.50_-38.50,2.269747
2019_02_-59.50_-38.25,2.278862
2019_02_-59.50_-38.00,2.292049
2019_02_-59.50_-37.75,2.305017
2019_02_-59.50_-37.50,2.329662
2019_02_-59.50_-37.25,2.343031
2019_02_-59.50_-37.00,2.333090
2019_02_-59.50_-36.75,2.330825
2019_02_-59.50_-36.50,2.324831
2019_02_-59.50_-36.25,2.316841
2019_02_-59.50_-36.00,2.306906
2019_02_-59.50_-35.75,2.292747
2019_02_-59.50_-35.50,2.294314
2019_02_-59.50_-35.25,2.298413
2019_02_-59.50_-35.00,2.300234
2019_02_-59.50_-34.75,2.300902
2019_02_-59.50_-34.50,2.303645
2019_02_-59.50_-34.25,2.310925
2019_02_-59.50_-34.00,2.314769
2019_02_-59.50_-33.75,2.315192
2019_02_-59.50_-33.50,2.315660
2019_02_-59.50_-33.25,2.307125
2019_02_-59.50_-33.00,2.307151
2019_02_-59.50_-32.75,2.332205
2019_02_-59.50_-32.50,2.342432
2019_02_-59.50_-32.25,2.336915
2019_02_-59.50_-32.00,2.331554
2019_02_-59.50_-31.75,2.334975
2019_02_-59.50_-31.50,2.339575
2019_02_-59.50_-31.25,2.334842
2019_02_-59.50_-31.00,2.326421
2019_02_-59.50_-30.75,2.323811
2019_02_-59.50_-30.50,2.323981
2019_02_-59.50_-30.25,2.327826
2019_02_-59.50_-30.00,2.321250
2019_02_-59.50_-29.75,2.318785
2019_02_-59.50_-29.50,2.321507
2019_02_-59.50_-29.25,2.320405
2019_02_-59.50_-29.00,2.325317
2019_02_-59.50_-28.75,2.331547
2019_02_-59.50_-28.50,2.342705
2019_02_-59.50_-28.25,2.348851
2019_02_-59.50_-28.00,2.348170
2019_02_-59.50_-27.75,2.345396
2019_02_-59.50_-27.50,2.339628
2019_02_-59.50_-27.25,2.337624
2019_02_-59.50_-27.00,2.328265
2019_02_-59.50_-26.75,2.313352
2019_02_-59.50_-26.50,2.315175
2019_02_-59.50_-26.25,2.325490
2019_02_-59.50_-26.00,2.339552
2019_02_-59.50_-25.75,2.351849
2019_02_-59.50_-25.50,2.363405
2019_02_-59.50_-25.25,2.373927
2019_02_-59.50_-25.00,2.384503
2019_02_-59.25_-90.00,2.957301
2019_02_-59.25_-89.75,2.964805
2019_02_-59.25_-89.50,2.970031
2019_02_-59.25_-89.25,2.975913
2019_02_-59.25_-89.00,2.978509
2019_02_-59.25_-88.75,2.977288
2019_02_-59.25_-88.50,2.969643
2019_02_-59.25_-88.25,2.967467
2019_02_-59.25_-88.00,2.988645
2019_02_-59.25_-87.75,2.994351
2019_02_-59.25_-87.50,3.010566
2019_02_-59.25_-87.25,3.020959
2019_02_-59.25_-87.00,3.045889
2019_02_-59.25_-86.75,3.068660
2019_02_-59.25_-86.50,3.060644
2019_02_-59.25_-86.25,3.059365
2019_02_-59.25_-86.00,3.064275
2019_02_-59.25_-85.75,3.048442
2019_02_-59.25_-85.50,3.032391
2019_02_-59.25_-85.25,3.047692
2019_02_-59.25_-85.00,3.063164
2019_02_-59.25_-84.75,3.065502
2019_02_-59.25_-84.50,3.070586
2019_02_-59.25_-84.25,3.055491
2019_02_-59.25_-84.00,3.041985
2019_02_-59.25_-83.75,3.050112
2019_02_-59.25_-83.50,3.053514
2019_02_-59.25_-83.25,3.063090
2019_02_-59.25_-83.00,3.072973
2019_02_-59.25_-82.75,3.066852
2019_02_-59.25_-82.50,3.071355
2019_02_-59.25_-82.25,3.063189
2019_02_-59.25_-82.00,3.034996
2019_02_-59.25_-81.75,3.049753
2019_02_-59.25_-81.50,3.062742
2019_02_-59.25_-81.25,3.042819
2019_02_-59.25_-81.00,3.054403
2019_02_-59.25_-80.75,3.047808
2019_02_-59.25_-80.50,3.013278
2019_02_-59.25_-80.25,3.030515
2019_02_-59.25_-80.00,3.034240
2019_02_-59.25_-79.75,3.043947
2019_02_-59.25_-79.50,3.017434
2019_02_-59.25_-79.25,2.986102
2019_02_-59.25_-79.00,2.971786
2019_02_-59.25_-78.75,2.960978
2019_02_-59.25_-78.50,2.951882
2019_02_-59.25_-78.25,2.976412
2019_02_-59.25_-78.00,2.985577
2019_02_-59.25_-77.75,2.983612
2019_02_-59.25_-77.50,2.988793
2019_02_-59.25_-77.25,2.973516
2019_02_-59.25_-77.00,2.967551
2019_02_-59.25_-76.75,2.974113
2019_02_-59.25_-76.50,2.970747
2019_02_-59.25_-76.25,2.974158
2019_02_-59.25_-76.00,2.976124
2019_02_-59.25_-75.75,2.974046
2019_02_-59.25_-75.50,2.978708
2019_02_-59.25_-75.25,2.977574
2019_02_-59.25_-75.00,2.977662
2019_02_-59.25_-74.75,2.993227
2019_02_-59.25_-74.50,3.005143
2019_02_-59.25_-74.25,3.004033
2019_02_-59.25_-74.00,3.010308
2019_02_-59.25_-73.75,3.021598
2019_02_-59.25_-73.50,3.022319
2019_02_-59.25_-73.25,3.031188
2019_02_-59.25_-73.00,3.031399
2019_02_-59.25_-72.75,3.025927
2019_02_-59.25_-72.50,3.059626
2019_02_-59.25_-72.25,3.052426
2019_02_-59.25_-72.00,3.044690
2019_02_-59.25_-71.75,3.035164
2019_02_-59.25_-71.50,3.047366
2019_02_-59.25_-71.25,3.040281
2019_02_-59.25_-71.00,3.018263
2019_02_-59.25_-70.75,3.004400
2019_02_-59.25_-70.50,2.996001
2019_02_-59.25_-70.25,2.965175
2019_02_-59.25_-70.00,2.956540
2019_02_-59.25_-69.75,2.951384
2019_02_-59.25_-69.50,2.944205
2019_02_-59.25_-69.25,2.947010
2019_02_-59.25_-69.00,2.926413
2019_02_-59.25_-68.75,2.892032
2019_02_-59.25_-68.50,2.865670
2019_02_-59.25_-68.25,2.833681
2019_02_-59.25_-68.00,2.810539
2019_02_-59.25_-67.75,2.795948
2019_02_-59.25_-67.50,2.777456
2019_02_-59.25_-67.25,2.772709
2019_02_-59.25_-67.00,2.758591
2019_02_-59.25_-66.75,2.727048
2019_02_-59.25_-66.50,2.708382
2019_02_-59.25_-66.25,2.691231
2019_02_-59.25_-66.00,2.679896
2019_02_-59.25_-65.75,2.664460
2019_02_-59.25_-65.50,2.631867
2019_02_-59.25_-65.25,2.606422
2019_02_-59.25_-65.00,2.586426
2019_02_-59.25_-64.75,2.539420
2019_02_-59.25_-64.50,2.497651
2019_02_-59.25_-64.25,2.468543
2019_02_-59.25_-64.00,2.420259
2019_02_-59.25_-63.75,2.401953
2019_02_-59.25_-63.50,2.395194
2019_02_-59.25_-63.25,2.385575
2019_02_-59.25_-63.00,2.376855
2019_02_-59.25_-62.75,2.365756
2019_02_-59.25_-62.50,2.361294
2019_02_-59.25_-62.25,2.360131
2019_02_-59.25_-62.00,2.357411
2019_02_-59.25_-61.75,2.369581
2019_02_-59.25_-61.50,2.376362
2019_02_-59.25_-61.25,2.360925
2019_02_-59.25_-61.00,2.350775
2019_02_-59.25_-60.75,2.349968
2019_02_-59.25_-60.50,2.345867
2019_02_-59.25_-60.25,2.343575
2019_02_-59.25_-60.00,2.338318
2019_02_-59.25_-59.75,2.322315
2019_02_-59.25_-59.50,2.311264
2019_02_-59.25_-59.25,2.307902
2019_02_-59.25_-59.00,2.298785
2019_02_-59.25_-58.75,2.284904
2019_02_-59.25_-58.50,2.273538
2019_02_-59.25_-58.25,2.269966
2019_02_-59.25_-58.00,2.273109
2019_02_-59.25_-57.75,2.269162
2019_02_-59.25_-57.50,2.261080
2019_02_-59.25_-57.25,2.242056
2019_02_-59.25_-57.00,2.226573
2019_02_-59.25_-56.75,2.211558
2019_02_-59.25_-56.50,2.203791
2019_02_-59.25_-56.25,2.198414
2019_02_-59.25_-56.00,2.191855
2019_02_-59.25_-55.75,2.189428
2019_02_-59.25_-55.50,2.193811
2019_02_-59.25_-55.25,2.193034
2019_02_-59.25_-55.00,2.192492
2019_02_-59.25_-54.75,2.186047
2019_02_-59.25_-54.50,2.182005
2019_02_-59.25_-54.25,2.176670
2019_02_-59.25_-54.00,2.168631
2019_02_-59.25_-53.75,2.164141
2019_02_-59.25_-53.50,2.156148
2019_02_-59.25_-53.25,2.143873
2019_02_-59.25_-53.00,2.137986
2019_02_-59.25_-52.75,2.141766
2019_02_-59.25_-52.50,2.146342
2019_02_-59.25_-52.25,2.151672
2019_02_-59.25_-52.00,2.154421
2019_02_-59.25_-51.75,2.147766
2019_02_-59.25_-51.50,2.138815
2019_02_-59.25_-51.25,2.130807
2019_02_-59.25_-51.00,2.122572
2019_02_-59.25_-50.75,2.110967
2019_02_-59.25_-50.50,2.102077
2019_02_-59.25_-50.25,2.113165
2019_02_-59.25_-50.00,2.129330
2019_02_-59.25_-49.75,2.152010
2019_02_-59.25_-49.50,2.181292
2019_02_-59.25_-49.25,2.192497
2019_02_-59.25_-49.00,2.198981
2019_02_-59.25_-48.75,2.207592
2019_02_-59.25_-48.50,2.205436
2019_02_-59.25_-48.25,2.210968
2019_02_-59.25_-48.00,2.219246
2019_02_-59.25_-47.75,2.241836
2019_02_-59.25_-47.50,2.258379
2019_02_-59.25_-47.25,2.266334
2019_02_-59.25_-47.00,2.279019
2019_02_-59.25_-46.75,2.294201
2019_02_-59.25_-46.50,2.298939
2019_02_-59.25_-46.25,2.308537
2019_02_-59.25_-46.00,2.322945
2019_02_-59.25_-45.75,2.318302
2019_02_-59.25_-45.50,2.315292
2019_02_-59.25_-45.25,2.322773
2019_02_-59.25_-45.00,2.327248
2019_02_-59.25_-44.75,2.331977
2019_02_-59.25_-44.50,2.338691
2019_02_-59.25_-44.25,2.323081
2019_02_-59.25_-44.00,2.302229
2019_02_-59.25_-43.75,2.291277
2019_02_-59.25_-43.50,2.279420
2019_02_-59.25_-43.25,2.274383
2019_02_-59.25_-43.00,2.278892
2019_02_-59.25_-42.75,2.286301
2019_02_-59.25_-42.50,2.287735
2019_02_-59.25_-42.25,2.289418
2019_02_-59.25_-42.00,2.293455
2019_02_-59.25_-41.75,2.301201
2019_02_-59.25_-41.50,2.315871
2019_02_-59.25_-41.25,2.313622
2019_02_-59.25_-41.00,2.311820
2019_02_-59.25_-40.75,2.303685
2019_02_-59.25_-40.50,2.293472
2019_02_-59.25_-40.25,2.292826
2019_02_-59.25_-40.00,2.288541
2019_02_-59.25_-39.75,2.290889
2019_02_-59.25_-39.50,2.285049
2019_02_-59.25_-39.25,2.293736
2019_02_-59.25_-39.00,2.301898
2019_02_-59.25_-38.75,2.306990
2019_02_-59.25_-38.50,2.310730
2019_02_-59.25_-38.25,2.318749
2019_02_-59.25_-38.00,2.329741
2019_02_-59.25_-37.75,2.327377
2019_02_-59.25_-37.50,2.336589
2019_02_-59.25_-37.25,2.350371
2019_02_-59.25_-37.00,2.352257
2019_02_-59.25_-36.75,2.350737
2019_02_-59.25_-36.50,2.348385
2019_02_-59.25_-36.25,2.341964
2019_02_-59.25_-36.00,2.334698
2019_02_-59.25_-35.75,2.322147
2019_02_-59.25_-35.50,2.313583
2019_02_-59.25_-35.25,2.322277
2019_02_-59.25_-35.00,2.331018
2019_02_-59.25_-34.75,2.341968
2019_02_-59.25_-34.50,2.358384
2019_02_-59.25_-34.25,2.359632
2019_02_-59.25_-34.00,2.356028
2019_02_-59.25_-33.75,2.357883
2019_02_-59.25_-33.50,2.359583
2019_02_-59.25_-33.25,2.356145
2019_02_-59.25_-33.00,2.362258
2019_02_-59.25_-32.75,2.378821
2019_02_-59.25_-32.50,2.380916
2019_02_-59.25_-32.25,2.374693
2019_02_-59.25_-32.00,2.367201
2019_02_-59.25_-31.75,2.367904
2019_02_-59.25_-31.50,2.370303
2019_02_-59.25_-31.25,2.371376
2019_02_-59.25_-31.00,2.366446
2019_02_-59.25_-30.75,2.366965
2019_02_-59.25_-30.50,2.367340
2019_02_-59.25_-30.25,2.362527
2019_02_-59.25_-30.00,2.356451
2019_02_-59.25_-29.75,2.361013
2019_02_-59.25_-29.50,2.365689
2019_02_-59.25_-29.25,2.364918
2019_02_-59.25_-29.00,2.365976
2019_02_-59.25_-28.75,2.360132
2019_02_-59.25_-28.50,2.358455
2019_02_-59.25_-28.25,2.371258
2019_02_-59.25_-28.00,2.378793
2019_02_-59.25_-27.75,2.376898
2019_02_-59.25_-27.50,2.373950
2019_02_-59.25_-27.25,2.372371
2019_02_-59.25_-27.00,2.369566
2019_02_-59.25_-26.75,2.357342
2019_02_-59.25_-26.50,2.351553
2019_02_-59.25_-26.25,2.351570
2019_02_-59.25_-26.00,2.345729
2019_02_-59.25_-25.75,2.357200
2019_02_-59.25_-25.50,2.367618
2019_02_-59.25_-25.25,2.386266
2019_02_-59.25_-25.00,2.415692
2019_02_-59.00_-90.00,2.968925
2019_02_-59.00_-89.75,2.975554
2019_02_-59.00_-89.50,2.994032
2019_02_-59.00_-89.25,3.002565
2019_02_-59.00_-89.00,3.005765
2019_02_-59.00_-88.75,2.998678
2019_02_-59.00_-88.50,2.992339
2019_02_-59.00_-88.25,2.989554
2019_02_-59.00_-88.00,3.008047
2019_02_-59.00_-87.75,3.015475
2019_02_-59.00_-87.50,3.035227
2019_02_-59.00_-87.25,3.044377
2019_02_-59.00_-87.00,3.054532
2019_02_-59.00_-86.75,3.075561
2019_02_-59.00_-86.50,3.090368
2019_02_-59.00_-86.25,3.086322
2019_02_-59.00_-86.00,3.088465
2019_02_-59.00_-85.75,3.069655
2019_02_-59.00_-85.50,3.064406
2019_02_-59.00_-85.25,3.066318
2019_02_-59.00_-85.00,3.086876
2019_02_-59.00_-84.75,3.086012
2019_02_-59.00_-84.50,3.072839
2019_02_-59.00_-84.25,3.105763
2019_02_-59.00_-84.00,3.085797
2019_02_-59.00_-83.75,3.090307
2019_02_-59.00_-83.50,3.079722
2019_02_-59.00_-83.25,3.055224
2019_02_-59.00_-83.00,3.068618
2019_02_-59.00_-82.75,3.070945
2019_02_-59.00_-82.50,3.091768
2019_02_-59.00_-82.25,3.094611
2019_02_-59.00_-82.00,3.062936
2019_02_-59.00_-81.75,3.079673
2019_02_-59.00_-81.50,3.059009
2019_02_-59.00_-81.25,3.055012
2019_02_-59.00_-81.00,3.064767
2019_02_-59.00_-80.75,3.032435
2019_02_-59.00_-80.50,3.036697
2019_02_-59.00_-80.25,3.013966
2019_02_-59.00_-80.00,3.014354
2019_02_-59.00_-79.75,3.022889
2019_02_-59.00_-79.50,3.021577
2019_02_-59.00_-79.25,3.021335
2019_02_-59.00_-79.00,2.994333
2019_02_-59.00_-78.75,2.982968
2019_02_-59.00_-78.50,2.972909
2019_02_-59.00_-78.25,2.953606
2019_02_-59.00_-78.00,2.977191
2019_02_-59.00_-77.75,2.979304
2019_02_-59.00_-77.50,2.999949
2019_02_-59.00_-77.25,3.027527
2019_02_-59.00_-77.00,3.010959
2019_02_-59.00_-76.75,3.013041
2019_02_-59.00_-76.50,3.003766
2019_02_-59.00_-76.25,3.017938
2019_02_-59.00_-76.00,3.029298
2019_02_-59.00_-75.75,3.036589
2019_02_-59.00_-75.50,3.063641
2019_02_-59.00_-75.25,3.045733
2019_02_-59.00_-75.00,3.038913
2019_02_-59.00_-74.75,3.051608
2019_02_-59.00_-74.50,3.033209
2019_02_-59.00_-74.25,3.062739
2019_02_-59.00_-74.00,3.068839
2019_02_-59.00_-73.75,3.071034
2019_02_-59.00_-73.50,3.096927
2019_02_-59.00_-73.25,3.080501
2019_02_-59.00_-73.00,3.081177
2019_02_-59.00_-72.75,3.113487
2019_02_-59.00_-72.50,3.117545
2019_02_-59.00_-72.25,3.142644
2019_02_-59.00_-72.00,3.138777
2019_02_-59.00_-71.75,3.130886
2019_02_-59.00_-71.50,3.133966
2019_02_-59.00_-71.25,3.118764
2019_02_-59.00_-71.00,3.109283
2019_02_-59.00_-70.75,3.098048
2019_02_-59.00_-70.50,3.093538
2019_02_-59.00_-70.25,3.092047
2019_02_-59.00_-70.00,3.061044
2019_02_-59.00_-69.75,3.050801
2019_02_-59.00_-69.50,3.034123
2019_02_-59.00_-69.25,2.998844
2019_02_-59.00_-69.00,2.998854
2019_02_-59.00_-68.75,2.971564
2019_02_-59.00_-68.50,2.946990
2019_02_-59.00_-68.25,2.941464
2019_02_-59.00_-68.00,2.909148
2019_02_-59.00_-67.75,2.886019
2019_02_-59.00_-67.50,2.858477
2019_02_-59.00_-67.25,2.809004
2019_02_-59.00_-67.00,2.801278
2019_02_-59.00_-66.75,2.782226
2019_02_-59.00_-66.50,2.754760
2019_02_-59.00_-66.25,2.765917
2019_02_-59.00_-66.00,2.755142
2019_02_-59.00_-65.75,2.724928
2019_02_-59.00_-65.50,2.712380
2019_02_-59.00_-65.25,2.667322
2019_02_-59.00_-65.00,2.646594
2019_02_-59.00_-64.75,2.603582
2019_02_-59.00_-64.50,2.559847
2019_02_-59.00_-64.25,2.531961
2019_02_-59.00_-64.00,2.485869
2019_02_-59.00_-63.75,2.464589
2019_02_-59.00_-63.50,2.422277
2019_02_-59.00_-63.25,2.406857
2019_02_-59.00_-63.00,2.396039
2019_02_-59.00_-62.75,2.385567
2019_02_-59.00_-62.50,2.381424
2019_02_-59.00_-62.25,2.362686
2019_02_-59.00_-62.00,2.358974
2019_02_-59.00_-61.75,2.373794
2019_02_-59.00_-61.50,2.382861
2019_02_-59.00_-61.25,2.370838
2019_02_-59.00_-61.00,2.352522
2019_02_-59.00_-60.75,2.347982
2019_02_-59.00_-60.50,2.323292
2019_02_-59.00_-60.25,2.322995
2019_02_-59.00_-60.00,2.323130
2019_02_-59.00_-59.75,2.309465
2019_02_-59.00_-59.50,2.315670
2019_02_-59.00_-59.25,2.298148
2019_02_-59.00_-59.00,2.290668
2019_02_-59.00_-58.75,2.278502
2019_02_-59.00_-58.50,2.259455
2019_02_-59.00_-58.25,2.261050
2019_02_-59.00_-58.00,2.264927
2019_02_-59.00_-57.75,2.259147
2019_02_-59.00_-57.50,2.257897
2019_02_-59.00_-57.25,2.248312
2019_02_-59.00_-57.00,2.233819
2019_02_-59.00_-56.75,2.224253
2019_02_-59.00_-56.50,2.203595
2019_02_-59.00_-56.25,2.197168
2019_02_-59.00_-56.00,2.190568
2019_02_-59.00_-55.75,2.188087
2019_02_-59.00_-55.50,2.184904
2019_02_-59.00_-55.25,2.191624
2019_02_-59.00_-55.00,2.191410
2019_02_-59.00_-54.75,2.185753
2019_02_-59.00_-54.50,2.190526
2019_02_-59.00_-54.25,2.184605
2019_02_-59.00_-54.00,2.178510
2019_02_-59.00_-53.75,2.175632
2019_02_-59.00_-53.50,2.176281
2019_02_-59.00_-53.25,2.167740
2019_02_-59.00_-53.00,2.156101
2019_02_-59.00_-52.75,2.159082
2019_02_-59.00_-52.50,2.150888
2019_02_-59.00_-52.25,2.162141
2019_02_-59.00_-52.00,2.168652
2019_02_-59.00_-51.75,2.161191
2019_02_-59.00_-51.50,2.163564
2019_02_-59.00_-51.25,2.140493
2019_02_-59.00_-51.00,2.131200
2019_02_-59.00_-50.75,2.118932
2019_02_-59.00_-50.50,2.111971
2019_02_-59.00_-50.25,2.130840
2019_02_-59.00_-50.00,2.147792
2019_02_-59.00_-49.75,2.178256
2019_02_-59.00_-49.50,2.199791
2019_02_-59.00_-49.25,2.215485
2019_02_-59.00_-49.00,2.222394
2019_02_-59.00_-48.75,2.220250
2019_02_-59.00_-48.50,2.219733
2019_02_-59.00_-48.25,2.226562
2019_02_-59.00_-48.00,2.234796
2019_02_-59.00_-47.75,2.256176
2019_02_-59.00_-47.50,2.268007
2019_02_-59.00_-47.25,2.280836
2019_02_-59.00_-47.00,2.289180
2019_02_-59.00_-46.75,2.304036
2019_02_-59.00_-46.50,2.316482
2019_02_-59.00_-46.25,2.307994
2019_02_-59.00_-46.00,2.317112
2019_02_-59.00_-45.75,2.311043
2019_02_-59.00_-45.50,2.326981
2019_02_-59.00_-45.25,2.336806
2019_02_-59.00_-45.00,2.345447
2019_02_-59.00_-44.75,2.349881
2019_02_-59.00_-44.50,2.336150
2019_02_-59.00_-44.25,2.335548
2019_02_-59.00_-44.00,2.312761
2019_02_-59.00_-43.75,2.303392
2019_02_-59.00_-43.50,2.301940
2019_02_-59.00_-43.25,2.286664
2019_02_-59.00_-43.00,2.286002
2019_02_-59.00_-42.75,2.289291
2019_02_-59.00_-42.50,2.299088
2019_02_-59.00_-42.25,2.315456
2019_02_-59.00_-42.00,2.321906
2019_02_-59.00_-41.75,2.336492
2019_02_-59.00_-41.50,2.331004
2019_02_-59.00_-41.25,2.333555
2019_02_-59.00_-41.00,2.332732
2019_02_-59.00_-40.75,2.323915
2019_02_-59.00_-40.50,2.329663
2019_02_-59.00_-40.25,2.325807
2019_02_-59.00_-40.00,2.321440
2019_02_-59.00_-39.75,2.324477
2019_02_-59.00_-39.50,2.332683
2019_02_-59.00_-39.25,2.331715
2019_02_-59.00_-39.00,2.339832
2019_02_-59.00_-38.75,2.343369
2019_02_-59.00_-38.50,2.337440
2019_02_-59.00_-38.25,2.348634
2019_02_-59.00_-38.00,2.357580
2019_02_-59.00_-37.75,2.351810
2019_02_-59.00_-37.50,2.344440
2019_02_-59.00_-37.25,2.359950
2019_02_-59.00_-37.00,2.371550
2019_02_-59.00_-36.75,2.371020
2019_02_-59.00_-36.50,2.356516
2019_02_-59.00_-36.25,2.350737
2019_02_-59.00_-36.00,2.344816
2019_02_-59.00_-35.75,2.333121
2019_02_-59.00_-35.50,2.339574
2019_02_-59.00_-35.25,2.356661
2019_02_-59.00_-35.00,2.368858
2019_02_-59.00_-34.75,2.387933
2019_02_-59.00_-34.50,2.407898
2019_02_-59.00_-34.25,2.411600
2019_02_-59.00_-34.00,2.408044
2019_02_-59.00_-33.75,2.411996
2019_02_-59.00_-33.50,2.419454
2019_02_-59.00_-33.25,2.407107
2019_02_-59.00_-33.00,2.409384
2019_02_-59.00_-32.75,2.412527
2019_02_-59.00_-32.50,2.420567
2019_02_-59.00_-32.25,2.432600
2019_02_-59.00_-32.00,2.427372
2019_02_-59.00_-31.75,2.427995
2019_02_-59.00_-31.50,2.427812
2019_02_-59.00_-31.25,2.406099
2019_02_-59.00_-31.00,2.404101
2019_02_-59.00_-30.75,2.405116
2019_02_-59.00_-30.50,2.402728
2019_02_-59.00_-30.25,2.392900
2019_02_-59.00_-30.00,2.386849
2019_02_-59.00_-29.75,2.391627
2019_02_-59.00_-29.50,2.380423
2019_02_-59.00_-29.25,2.397062
2019_02_-59.00_-29.00,2.397450
2019_02_-59.00_-28.75,2.389940
2019_02_-59.00_-28.50,2.400250
2019_02_-59.00_-28.25,2.388174
2019_02_-59.00_-28.00,2.398445
2019_02_-59.00_-27.75,2.395394
2019_02_-59.00_-27.50,2.380774
2019_02_-59.00_-27.25,2.380152
2019_02_-59.00_-27.00,2.381376
2019_02_-59.00_-26.75,2.370943
2019_02_-59.00_-26.50,2.360405
2019_02_-59.00_-26.25,2.380029
2019_02_-59.00_-26.00,2.373796
2019_02_-59.00_-25.75,2.384975
2019_02_-59.00_-25.50,2.401190
2019_02_-59.00_-25.25,2.415329
2019_02_-59.00_-25.00,2.443362
2019_02_-58.75_-90.00,2.995949
2019_02_-58.75_-89.75,2.985467
2019_02_-58.75_-89.50,3.004083
2019_02_-58.75_-89.25,3.012598
2019_02_-58.75_-89.00,3.015418
2019_02_-58.75_-88.75,3.029486
2019_02_-58.75_-88.50,3.023378
2019_02_-58.75_-88.25,3.020480
2019_02_-58.75_-88.00,3.012211
2019_02_-58.75_-87.75,3.029460
2019_02_-58.75_-87.50,3.049429
2019_02_-58.75_-87.25,3.058729
2019_02_-58.75_-87.00,3.074615
2019_02_-58.75_-86.75,3.075228
2019_02_-58.75_-86.50,3.090210
2019_02_-58.75_-86.25,3.085951
2019_02_-58.75_-86.00,3.086064
2019_02_-58.75_-85.75,3.094243
2019_02_-58.75_-85.50,3.088965
2019_02_-58.75_-85.25,3.090968
2019_02_-58.75_-85.00,3.086137
2019_02_-58.75_-84.75,3.080916
2019_02_-58.75_-84.50,3.067629
2019_02_-58.75_-84.25,3.100683
2019_02_-58.75_-84.00,3.087085
2019_02_-58.75_-83.75,3.088028
2019_02_-58.75_-83.50,3.077367
2019_02_-58.75_-83.25,3.052647
2019_02_-58.75_-83.00,3.067439
2019_02_-58.75_-82.75,3.059245
2019_02_-58.75_-82.50,3.080071
2019_02_-58.75_-82.25,3.083114
2019_02_-58.75_-82.00,3.088306
2019_02_-58.75_-81.75,3.089800
2019_02_-58.75_-81.50,3.069043
2019_02_-58.75_-81.25,3.064972
2019_02_-58.75_-81.00,3.037913
2019_02_-58.75_-80.75,3.049697
2019_02_-58.75_-80.50,3.054158
2019_02_-58.75_-80.25,3.031234
2019_02_-58.75_-80.00,3.034373
2019_02_-58.75_-79.75,3.008878
2019_02_-58.75_-79.50,3.007469
2019_02_-58.75_-79.25,3.007205
2019_02_-58.75_-79.00,3.005465
2019_02_-58.75_-78.75,3.017586
2019_02_-58.75_-78.50,3.007660
2019_02_-58.75_-78.25,2.988163
2019_02_-58.75_-78.00,2.991839
2019_02_-58.75_-77.75,2.987418
2019_02_-58.75_-77.50,3.008085
2019_02_-58.75_-77.25,3.036193
2019_02_-58.75_-77.00,3.046058
2019_02_-58.75_-76.75,3.065126
2019_02_-58.75_-76.50,3.055683
2019_02_-58.75_-76.25,3.070021
2019_02_-58.75_-76.00,3.075999
2019_02_-58.75_-75.75,3.058665
2019_02_-58.75_-75.50,3.086079
2019_02_-58.75_-75.25,3.067836
2019_02_-58.75_-75.00,3.101548
2019_02_-58.75_-74.75,3.143167
2019_02_-58.75_-74.50,3.124408
2019_02_-58.75_-74.25,3.154351
2019_02_-58.75_-74.00,3.117122
2019_02_-58.75_-73.75,3.119585
2019_02_-58.75_-73.50,3.145808
2019_02_-58.75_-73.25,3.129058
2019_02_-58.75_-73.00,3.151741
2019_02_-58.75_-72.75,3.166943
2019_02_-58.75_-72.50,3.171070
2019_02_-58.75_-72.25,3.196313
2019_02_-58.75_-72.00,3.200727
2019_02_-58.75_-71.75,3.211621
2019_02_-58.75_-71.50,3.214763
2019_02_-58.75_-71.25,3.199306
2019_02_-58.75_-71.00,3.192683
2019_02_-58.75_-70.75,3.161185
2019_02_-58.75_-70.50,3.156803
2019_02_-58.75_-70.25,3.155156
2019_02_-58.75_-70.00,3.130892
2019_02_-58.75_-69.75,3.122158
2019_02_-58.75_-69.50,3.105508
2019_02_-58.75_-69.25,3.069684
2019_02_-58.75_-69.00,3.064272
2019_02_-58.75_-68.75,3.039329
2019_02_-58.75_-68.50,3.014560
2019_02_-58.75_-68.25,3.009155
2019_02_-58.75_-68.00,2.970656
2019_02_-58.75_-67.75,2.955644
2019_02_-58.75_-67.50,2.927886
2019_02_-58.75_-67.25,2.878048
2019_02_-58.75_-67.00,2.861712
